"snag_spcd_group","snag_slope","snag_dbh","rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen"
"Douglas-fir (east OR)","Ridgetop","Small","S040030","S04","Star Gulch","ST04_026_01",26,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",19.9,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",958876.375,"Ridge Top",NA,2014,4,563,810,247,1150,7.83464566929134,0.676754224839765,0.334785090656908,186,387,266,"Douglas-fir - Dry,Cool,Ridge Top",-123.1138971,42.14644643,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014
"Douglas-fir (east OR)","Ridgetop","Small","A0B0869","AB","Ashland","MPR25623",256,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",21.2,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,4,589,834,245,1209,8.34645669291339,0.748864823474676,0.379954574745185,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6944735,42.14474392,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","A270012","A27","Ashland","AW02_009_01",9,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",10.7,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1434681.875,"Ridge Top",NA,2011,4,540,705,165,1118,4.21259842519685,0.250772608651591,0.0967893362018873,210,318,219,"Douglas-fir - Dry,Warm,Ridge Top",-122.72657351,42.13984252,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A0B0819","AB","Ashland","MPR21131",211,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",10,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,4,589,834,245,1209,3.93700787401575,0.225043282266502,0.0845395547225848,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.694324,42.14458395,0.031562153163152,0.142111111111111,-151.359249848681,-75.6796249243407,-31.4098822749592,-48.8209498554038,-24.4104749277019,-10.1312624702023,1935,1987,1935,1987
"Douglas-fir (east OR)","Ridgetop","Small","T020027","T02","Taylor Ridge","TY02_024_01",24,1,0,NA,"Conifer","T","density","0.1",NA,"NO","PSME",11.8,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1176819,"Ridge Top",NA,2011,4,503,682,179,451,4.64566929133858,0.293276500253789,0.117712875995727,190,298,219,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.60148682,42.5561801,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Douglas-fir (east OR)","Ridgetop","Small","A200050","A20","Ashland","AW74_041_01",41,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",14.168833,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1302599.125,"Ridge Top",NA,2012,4,520,661,141,1153,5.57828070866142,0.393007269711858,0.169718083562765,251,380,245,"Douglas-fir - Dry,Warm,Ridge Top",-122.68582036,42.14811934,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A0C0305","AC","Ashland","AC040101",401,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",23.42,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,4,584,812,227,1418,9.22047244094488,0.878223549676122,0.463696414229408,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7082984,42.1238983,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Douglas-fir (east OR)","Ridgetop","Small","A040027","A04","Ashland","AW77_019_01",19,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",15.075413,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1321314.375,"Ridge Top",NA,2012,4,559,840,281,954,5.93520196850394,0.434007069130221,0.19213142042431,142,217,143,"Douglas-fir - Dry,Warm,Ridge Top",-122.70430005,42.16953493,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","T050094","T05","Taylor Ridge","TY05_093_01",93,1,0,NA,"Conifer","T","density","0.1",NA,"NO","PSME",11.4,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",936109.9375,"Ridge Top",NA,2014,4,534,771,237,452,4.48818897637795,0.27753247938981,0.109867605317471,271,290,182,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60351472,42.55854793,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010
"Douglas-fir (east OR)","Ridgetop","Small","S040049","S04","Star Gulch","ST04_045_01",45,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",24.7,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",958876.375,"Ridge Top",NA,2014,4,563,810,247,1150,9.7244094488189,0.956271425228292,0.515767369407017,186,387,266,"Douglas-fir - Dry,Cool,Ridge Top",-123.1138971,42.14644643,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014
"Douglas-fir (east OR)","Ridgetop","Small","A180015","A18","Ashland","AW75_014_01",14,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",10.542513,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1355113,"Ridge Top",NA,2012,4,583,840,257,1212,4.15059566929134,0.24489317722314,0.0939611333305453,85,104,63,"Douglas-fir - Dry,Warm,Ridge Top",-122.69901285,42.14949667,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A390022","A39","Ashland","AW43_015_01",15,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",16,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1439589.125,"Ridge Top",NA,2011,4,559,748,189,1407,6.2992125984252,0.477373191029495,0.216421260089817,125,178,112,"White fir - Intermediate,Warm,Ridge Top",-122.74086734,42.12592545,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","S070016","S07","Star Gulch","ST07_003_01",3,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",11.902383,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2013,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1144357.75,"Ridge Top",NA,2014,4,557,801,244,1101,4.68597755905512,0.297358479312827,0.11976441519001,142,135,79,"Douglas-fir - Dry,Warm,Ridge Top",-123.11442373,42.14894847,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2013,2013
"Douglas-fir (east OR)","Ridgetop","Small","R090014","R09","Briggs Secret","BS09_010_01",10,1,0,NA,"Conifer","R","density","0.1",NA,"NO","PSME",10.6,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1230184.875,"Ridge Top",NA,2011,4,599,813,214,961,4.17322834645669,0.247033264668595,0.0949886436862962,174,493,446,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.67555609,42.43381065,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","A040033","A04","Ashland","AW77_025_01",25,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",10.542513,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1321314.375,"Ridge Top",NA,2012,4,559,840,281,954,4.15059566929134,0.24489317722314,0.0939611333305453,142,217,143,"Douglas-fir - Dry,Warm,Ridge Top",-122.70430005,42.16953493,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","S100041","S10","Star Gulch","ST10_037_01",37,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",17.1,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2013,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1403850.625,"Ridge Top",NA,2011,4,533,732,199,1060,6.73228346456693,0.530957585899779,0.24720211196431,312,265,142,"Douglas-fir - Dry,Warm,Ridge Top",-123.10954988,42.14417873,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2013,2013
"Douglas-fir (east OR)","Ridgetop","Small","A180016","A18","Ashland","AW75_015_01",15,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",15.075413,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1355113,"Ridge Top",NA,2012,4,583,840,257,1212,5.93520196850394,0.434007069130221,0.19213142042431,85,104,63,"Douglas-fir - Dry,Warm,Ridge Top",-122.69901285,42.14949667,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","V090051","V09","Evans Creek","EV09_049_01",49,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PSME",15,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1356551.25,"Ridge Top",NA,2012,4,528,678,150,878,5.90551181102362,0.430538573855914,0.190213998125816,267,316,210,"Douglas-fir - Dry,Warm,Ridge Top",-122.97233373,42.64423644,0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1959,1993,1959,1993
"Douglas-fir (east OR)","Ridgetop","Small","V090043","V09","Evans Creek","EV09_041_01",41,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PSME",10.5,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1356551.25,"Ridge Top",NA,2012,4,528,678,150,878,4.13385826771654,0.243315027210971,0.0932048590816497,267,316,210,"Douglas-fir - Dry,Warm,Ridge Top",-122.97233373,42.64423644,0.031562153163152,0.142111111111111,-62.1347745783129,-31.0673872891564,-12.8941307296188,-27.9553412472204,-13.9776706236102,-5.80125746136653,1981,1998,1981,1998
"Douglas-fir (east OR)","Ridgetop","Small","A0B1044","AB","Ashland","MPR41471",414,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",11.5,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,4,589,834,245,1209,4.52755905511811,0.281437910637844,0.111803561120618,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6942833,42.14498324,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","T020038","T02","Taylor Ridge","TY02_036_01",36,1,0,NA,"Conifer","T","density","0.1",NA,"NO","PSME",18.5,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1176819,"Ridge Top",NA,2011,4,503,682,179,451,7.28346456692913,0.602200093840932,0.289336626038046,190,298,219,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.60148682,42.5561801,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","A0B1014","AB","Ashland","MPR38764",387,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",12,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,4,589,834,245,1209,4.7244094488189,0.301270110735157,0.121736958800522,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.694335,42.14505789,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","A0B1002","AB","Ashland","MPR37762",377,1,0,NA,"Conifer","A","stem","3",NA,"NO","PSME",16,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,4,589,834,245,1209,6.2992125984252,0.477373191029495,0.216421260089817,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6943838,42.14509412,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","S100117","S10","Star Gulch","ST10_087_01",87,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",14.3,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2013,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1403850.625,"Ridge Top",NA,2011,4,533,732,199,1060,5.62992125984252,0.398844597139188,0.172874935452214,312,265,142,"Douglas-fir - Dry,Warm,Ridge Top",-123.10954988,42.14417873,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2013,2013
"Douglas-fir (east OR)","Ridgetop","Small","A200030","A20","Ashland","AW74_025_01",25,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",11.449093,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1302599.125,"Ridge Top",NA,2012,4,520,661,141,1153,4.50751692913386,0.279447215420213,0.110815911306506,251,380,245,"Douglas-fir - Dry,Warm,Ridge Top",-122.68582036,42.14811934,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A390088","A39","Ashland","AW43_088_01",88,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",22,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1439589.125,"Ridge Top",NA,2011,4,559,748,189,1407,8.66141732283465,0.794588623424356,0.40917144485731,125,178,112,"White fir - Intermediate,Warm,Ridge Top",-122.74086734,42.12592545,0.031562153163152,0.142111111111111,-151.359249848681,-75.6796249243407,-31.4098822749592,-48.8209498554038,-24.4104749277019,-10.1312624702023,1935,1987,1935,1987
"Douglas-fir (east OR)","Ridgetop","Small","A250024","A25","Ashland","AW23_021_01",21,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",11,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1391317.375,"Ridge Top",NA,2011,4,569,779,209,1260,4.33070866141732,0.262116493604645,0.102292861214328,138,236,178,"White fir - Intermediate,Warm,Ridge Top",-122.73223942,42.14182603,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","M020015","M02","Emigrant Creek","EM02_011_01",11,1,0,NA,"Conifer","M","density","0.1",NA,"NO","PSME",19,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",NA,2012,4,531,746,214,1147,7.48031496062992,0.628451569140058,0.305187792548531,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,0.031562153163152,0.142111111111111,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2003,2003,2003,2003
"Douglas-fir (east OR)","Ridgetop","Small","A410010","A41","Ashland","AW46_006_01",6,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",9.8,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",NA,2011,4,584,812,227,1416,3.85826771653543,0.217885221580717,0.0811917883555704,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A390054","A39","Ashland","AW43_050_01",50,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",24,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1439589.125,"Ridge Top",NA,2011,4,559,748,189,1407,9.44881889763779,0.9132801956714,0.486947835202088,125,178,112,"White fir - Intermediate,Warm,Ridge Top",-122.74086734,42.12592545,0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1958,1992,1958,1992
"Douglas-fir (east OR)","Ridgetop","Small","A040072","A04","Ashland","AW77_069_01",69,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",22,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1321314.375,"Ridge Top",NA,2012,4,559,840,281,954,8.66141732283465,0.794588623424356,0.40917144485731,142,217,143,"Douglas-fir - Dry,Warm,Ridge Top",-122.70430005,42.16953493,0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1959,1993,1959,1993
"Douglas-fir (east OR)","Ridgetop","Small","T070045","T07","Taylor Ridge","TY07_017_01",17,1,0,NA,"Conifer","T","density","0.1",NA,"NO","PSME",12,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",1016484.188,"Ridge Top",NA,2014,4,471,625,154,319,4.7244094488189,0.301270110735157,0.121736958800522,178,279,187,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60152159,42.56188806,0.031562153163152,0.142111111111111,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005
"Douglas-fir (east OR)","Ridgetop","Small","A390036","A39","Ashland","AW43_029_01",29,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",20.5,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1439589.125,"Ridge Top",NA,2011,4,559,748,189,1407,8.07086614173228,0.709695793509139,0.355277478721663,125,178,112,"White fir - Intermediate,Warm,Ridge Top",-122.74086734,42.12592545,0.031562153163152,0.142111111111111,-62.1347745783129,-31.0673872891564,-12.8941307296188,-27.9553412472204,-13.9776706236102,-5.80125746136653,1980,1997,1980,1997
"Douglas-fir (east OR)","Ridgetop","Small","R010033","R01","Briggs Secret","BS01_016_01",16,1,0,NA,"Conifer","R","density","0.1",NA,"NO","PSME",13.2,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1322780.25,"Ridge Top",NA,2014,4,605,820,215,899,5.19685039370079,0.350900787877182,0.147301720148632,251,623,546,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.67694937,42.43215315,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014
"Douglas-fir (east OR)","Ridgetop","Small","E070044","E07","Elder Creek","ED07_036_01",36,1,0,NA,"Conifer","E","density","0.1",NA,"NO","PSME",12.1,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1404855.375,"Ridge Top",NA,2014,4,620,851,231,980,4.76377952755905,0.305297076756247,0.123774362069336,457,512,351,"Jeffrey pine,Warm,Ridge Top",-123.56900063,42.05912058,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010
"Douglas-fir (east OR)","Ridgetop","Small","A390086","A39","Ashland","AW43_086_01",86,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",22.7,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1439589.125,"Ridge Top",NA,2011,4,559,748,189,1407,8.93700787401575,0.835424918398497,0.435623871530007,125,178,112,"White fir - Intermediate,Warm,Ridge Top",-122.74086734,42.12592545,0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Douglas-fir (east OR)","Ridgetop","Small","S040082","S04","Star Gulch","ST04_071_01",71,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",15,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",958876.375,"Ridge Top",NA,2014,4,563,810,247,1150,5.90551181102362,0.430538573855914,0.190213998125816,186,387,266,"Douglas-fir - Dry,Cool,Ridge Top",-123.1138971,42.14644643,0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1961,1995,1961,1995
"Douglas-fir (east OR)","Ridgetop","Small","S100025","S10","Star Gulch","ST10_018_01",18,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",17.1,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2013,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1403850.625,"Ridge Top",NA,2011,4,533,732,199,1060,6.73228346456693,0.530957585899779,0.24720211196431,312,265,142,"Douglas-fir - Dry,Warm,Ridge Top",-123.10954988,42.14417873,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2013,2013
"Douglas-fir (east OR)","Ridgetop","Small","V020078","V02","Evans Creek","EV02_078_01",78,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PSME",12,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1188335.875,"Ridge Top",NA,2012,4,518,665,147,916,4.7244094488189,0.301270110735157,0.121736958800522,239,218,126,"Douglas-fir - Dry,Warm,Ridge Top",-122.97382432,42.65065078,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012
"Douglas-fir (east OR)","Ridgetop","Small","S070074","S07","Star Gulch","ST07_064_01",64,1,0,NA,"Conifer","S","density","0.1",NA,"NO","PSME",17.341863,"0","CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1144357.75,"Ridge Top",NA,2014,4,557,801,244,1101,6.82750511811024,0.543024288201824,0.25424443635928,142,135,79,"Douglas-fir - Dry,Warm,Ridge Top",-123.11442373,42.14894847,0.031562153163152,0.142111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
