"rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year"
"A410002","A41","Ashland","AW46_007_01",7,1,0,NA,"Conifer","A","density",0.1,"A4102","YES","PIPO",65,2,"LIVE",1,1836,2010,1818,2.7,174,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",193,2011,1,584,812,227,1416,25.5905511811024,4.49704697413221,3.57179618702921,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A410005","A41","Ashland","AW46_033_01",33,1,0,NA,"Conifer","A","density",0.1,"A4105","YES","PIPO",44.3,3,"LIVE",1,1882,2011,1874,0.8,130,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",137,2011,1,584,812,227,1416,17.4409448818898,2.43507316872929,1.65908030747525,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A410003","A41","Ashland","AW46_010_01",10,1,0,NA,"Conifer","A","density",0.1,"A4103","YES","PSME",23.3,4,"LIVE",1,1935,2010,1935,0,78,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",76,2011,4,584,812,227,1416,9.17322834645669,0.871034841223869,0.458956788633441,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A410001","A41","Ashland","AW46_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4101","YES","PSME",47.7,3,"LIVE",1,1934,2010,1933,0.1,78,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",78,2011,4,584,812,227,1416,18.7795275590551,2.74091432006666,1.9235200346475,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A410004","A41","Ashland","AW46_032_01",32,1,0,NA,"Conifer","A","density",0.1,"A4104","YES","ABCO",23,3,"LIVE",1,1958,2011,1950,1.6,55,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",61,2011,5,584,812,227,1416,9.05511811023622,0.853160207195707,0.447214244482473,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420004","A42","Ashland","AW44_005_01",5,1,0,NA,"Conifer","A","density",0.1,"A4204","YES","ABCO",14.6,4,"LIVE",1,1949,2011,1946,0.3,66,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",65,2011,5,577,786,208,1252,5.74803149606299,0.412316412659158,0.180204514846662,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420009","A42","Ashland","AW44_031_01",31,1,0,NA,"Conifer","A","density",0.1,"A4209","YES","PSME",46.8,2,"LIVE",1,1931,2011,1928,0.9,83,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",83,2011,4,577,786,208,1252,18.4251968503937,2.65863928851539,1.85161914335594,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420010","A42","Ashland","AW44_080_01",80,1,0,NA,"Hardwood","A","density",0.1,"A4210","YES","ARME",17,3,"LIVE",1,1915,1964,1915,0,33,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",96,2011,6,577,786,208,1252,6.69291338582677,0.525998284346066,0.24431931314827,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420006","A42","Ashland","AW44_017_01",17,1,0,NA,"Conifer","A","density",0.1,"A4206","YES","PSME",14,4,"LIVE",1,1943,2011,1939,0.4,75,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",72,2011,4,577,786,208,1252,5.51181102362205,0.385541302725637,0.165697527256266,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420008","A42","Ashland","AW44_024_01",24,1,0,NA,"Conifer","A","density",0.1,"A4208","YES","PSME",65.7,1,"LIVE",1,1939,2011,1931,3.2,78,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",80,2011,4,577,786,208,1252,25.8661417322835,4.57478453912717,3.6491414256449,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420001","A42","Ashland","AW44_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4201","YES","PSME",19.5,3,"LIVE",1,1942,2011,1942,0,72,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",69,2011,4,577,786,208,1252,7.67716535433071,0.655120865081644,0.321461656832629,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A420003","A42","Ashland","AW44_003_01",3,1,0,NA,"Conifer","A","density",0.1,"A4203","YES","ABCO",18.9,3,"LIVE",1,1955,2011,1953,0.3,61,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",58,2011,5,577,786,208,1252,7.44094488188976,0.623167707417467,0.301983743424545,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A430004","A43","Ashland","AW16_038_01",38,1,0,NA,"Conifer","A","density",0.1,"A4304","YES","ABCO",55.4,3,"LIVE",1,1930,2010,1923,3.5,81,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1031520.125,"Mid Slope",88,2011,5,545,702,157,1566,21.8110236220472,3.48242423866806,2.59465419772368,117,316,231,"White fir - Intermediate,Cool,Mid Slope",-122.67198713,42.12163915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A430005","A43","Ashland","AW16_044_01",44,1,0,NA,"Conifer","A","density",0.1,"A4305","YES","ABCO",21.8,4,"LIVE",1,1933,1997,1929,0.5,67,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1031520.125,"Mid Slope",82,2011,5,545,702,157,1566,8.58267716535433,0.783062529920231,0.401765779863612,117,316,231,"White fir - Intermediate,Cool,Mid Slope",-122.67198713,42.12163915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A430003","A43","Ashland","AW16_007_01",7,1,0,NA,"Conifer","A","density",0.1,"A4303","YES","ABCO",27.4,3,"LIVE",1,1923,2012,1920,0.9,91,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1031520.125,"Mid Slope",91,2011,5,545,702,157,1566,10.7874015748031,1.12892984366285,0.634689161035277,117,316,231,"White fir - Intermediate,Cool,Mid Slope",-122.67198713,42.12163915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A430002","A43","Ashland","AW16_004_01",4,1,0,NA,"Conifer","A","density",0.1,"A4302","YES","ABCO",56,2,"LIVE",1,1923,2011,1919,1.2,96,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1031520.125,"Mid Slope",92,2011,5,545,702,157,1566,22.0472440944882,3.54296528179483,2.65116043610026,117,316,231,"White fir - Intermediate,Cool,Mid Slope",-122.67198713,42.12163915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440010","A44","Ashland","AW24_040_01",40,1,0,NA,"Conifer","A","density",0.1,"A4410","YES","PILA",99.7,1,"LIVE",1,1852,1991,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,2,586,804,218,1236,39.251968503937,8.91616930918687,8.40330782502418,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440011","A44","Ashland","AW24_042_01",42,1,0,NA,"Conifer","A","density",0.1,"A4411","YES","ABCO",10.4,4,"LIVE",1,1935,1954,1931,0.6,51,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",80,2011,5,586,804,218,1236,4.09448818897638,0.239617976457642,0.0914379823879477,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440008","A44","Ashland","AW24_020_01",20,1,0,NA,"Conifer","A","density",0.1,"A4408","YES","PSME",37.7,2,"LIVE",1,1925,2011,1923,0.4,89,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",88,2011,4,586,804,218,1236,14.8425196850394,1.88110143070937,1.20155223731663,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440004","A44","Ashland","AW24_005_01",5,1,0,NA,"Conifer","A","density",0.1,"A4404","YES","PSME",20.9,4,"LIVE",1,1945,2010,1944,0.15,69,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",67,2011,4,586,804,218,1236,8.22834645669291,0.731981510597834,0.369277228983723,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440006","A44","Ashland","AW24_009_01",9,1,0,NA,"Conifer","A","density",0.1,"A4406","YES","PIPO",98.8,1,"LIVE",1,1634,1839,1629,1.5,339,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",382,2011,1,586,804,218,1236,38.8976377952756,8.78773930472327,8.25227791051228,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440001","A44","Ashland","AW24_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4401","YES","PSME",28.8,3,"LIVE",1,1942,2011,1935,1.4,69,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",76,2011,4,586,804,218,1236,11.3385826771654,1.22262714492546,0.701204882691007,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A440009","A44","Ashland","AW24_033_01",33,1,0,NA,"Conifer","A","density",0.1,"A4409","YES","ABCO",26.4,2,"LIVE",1,1938,2011,1931,1.4,75,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",80,2011,5,586,804,218,1236,10.3937007874016,1.06373227477399,0.589206880594527,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A450001","A45","Ashland","AW42_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4501","YES","ABCO",42.2,2,"LIVE",1,1911,2011,1909,1,100,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1347212.5,"Ridge Top",102,2011,5,559,731,173,1693,16.6141732283465,2.25302481417815,1.50551420632168,186,333,232,"White fir - Intermediate,Warm,Ridge Top",-122.67336517,42.11983057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A450005","A45","Ashland","AW42_025_01",25,1,0,NA,"Conifer","A","density",0.1,"A4505","YES","PSME",83,2,"LIVE",1,1847,2010,1836,2.2,167,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1347212.5,"Ridge Top",175,2011,4,559,731,173,1693,32.6771653543307,6.64953078834873,5.82392992483887,186,333,232,"White fir - Intermediate,Warm,Ridge Top",-122.67336517,42.11983057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A450002","A45","Ashland","AW42_004_01",4,1,0,NA,"Conifer","A","density",0.1,"A4502","YES","ABCO",32.9,3,"LIVE",1,1896,2011,1895,0.3,106,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1347212.5,"Ridge Top",116,2011,5,559,731,173,1693,12.9527559055118,1.5127929437618,0.91506459427273,186,333,232,"White fir - Intermediate,Warm,Ridge Top",-122.67336517,42.11983057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A450003","A45","Ashland","AW42_009_01",9,1,0,NA,"Conifer","A","density",0.1,"A4503","YES","PSME",11.3,4,"LIVE",1,1943,2010,NA,NA,68,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1347212.5,"Ridge Top",NA,2011,4,559,731,173,1693,4.4488188976378,0.273647549229568,0.107948557425269,186,333,232,"White fir - Intermediate,Warm,Ridge Top",-122.67336517,42.11983057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460005","A46","Ashland","AW19_016_03",16,2,0,NA,"Conifer","A","density",0.1,"A4605","YES","ABCO",53.1,2,"LIVE",1,1905,2010,1894,3.3,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",117,2011,5,557,743,186,1357,20.9055118110236,3.25399804096437,2.38368573891347,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460006","A46","Ashland","AW19_029_01",29,1,0,NA,"Conifer","A","density",0.1,"A4606","YES","ABCO",13.3,3,"LIVE",1,1933,2010,1927,1.2,84,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",84,2011,5,557,743,186,1357,5.23622047244095,0.355163787710378,0.14954201834878,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460002","A46","Ashland","AW19_004_01",4,1,0,NA,"Conifer","A","density",0.1,"A4602","YES","PILA",80.6,1,"LIVE",1,1861,2010,1859,0.6,148,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",152,2011,2,557,743,186,1357,31.7322834645669,6.34456893289821,5.49199381717611,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460007","A46","Ashland","AW19_036_01",36,1,0,NA,"Conifer","A","density",0.1,"A4607","YES","PILA",82.7,2,"LIVE",1,1861,2010,1856,1,149,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",155,2011,2,557,743,186,1357,32.5590551181102,6.61111738897815,5.78190531218627,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460003","A46","Ashland","AW19_008_01",8,1,0,NA,"Conifer","A","density",0.1,"A4603","YES","PILA",95.5,1,"LIVE",1,1875,2010,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",NA,2011,2,557,743,186,1357,37.5984251968504,8.32283812567909,7.71021873958654,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460001","A46","Ashland","AW19_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4601","YES","ABCO",21.9,3,"LIVE",1,1898,1993,1892,0.6,106,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",119,2011,5,557,743,186,1357,8.62204724409449,0.788817682073436,0.405460158404989,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460008","A46","Ashland","AW19_046_01",46,1,0,NA,"Conifer","A","density",0.1,"A4608","YES","PSME",92.2,2,"LIVE",1,1831,2010,1824,2.1,170,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",187,2011,4,557,743,186,1357,36.2992125984252,7.86747781765017,7.18657228367938,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A460004","A46","Ashland","AW19_009_01",9,1,0,NA,"Conifer","A","density",0.1,"A4604","YES","ABCO",12.8,4,"LIVE",1,1954,2011,1942,1.8,57,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1350579.375,"Mid Slope",69,2011,5,557,743,186,1357,5.03937007874016,0.334042715000915,0.138509606457483,142,293,236,"White fir - Intermediate,Warm,Mid Slope",-122.70078353,42.11962954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A470004","A47","Ashland","AW35_006_01",6,1,0,NA,"Conifer","A","density",0.1,"A4704","YES","ABCO",74.2,2,"LIVE",1,1894,2010,NA,NA,133,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1104020.5,"Ridge Top",NA,2011,5,560,740,180,1467,29.2125984251969,5.55792013499196,4.65444354062852,93,325,256,"White fir - Intermediate,Cool,Ridge Top",-122.73037444,42.11824699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A470001","A47","Ashland","AW35_014_01",14,1,0,NA,"Conifer","A","density",0.1,"A4701","YES","ABCO",48.9,3,"LIVE",1,1901,2010,NA,NA,110,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1104020.5,"Ridge Top",NA,2011,5,560,740,180,1467,19.251968503937,2.85207031230102,2.02151828648192,93,325,256,"White fir - Intermediate,Cool,Ridge Top",-122.73037444,42.11824699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A470003","A47","Ashland","AW35_026_01",26,1,0,NA,"Conifer","A","density",0.1,"A4703","YES","ABCO",10.1,4,"LIVE",1,1932,1958,1926,1.2,72,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1104020.5,"Ridge Top",85,2011,5,560,740,180,1467,3.97637795275591,0.228654762507714,0.0862387997725087,93,325,256,"White fir - Intermediate,Cool,Ridge Top",-122.73037444,42.11824699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A470002","A47","Ashland","AW35_007_01",7,1,0,NA,"Conifer","A","density",0.1,"A4702","YES","PSME",104.1,2,"LIVE",1,1848,2010,NA,NA,160,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1104020.5,"Ridge Top",NA,2011,4,560,740,180,1467,40.9842519685039,9.55404363882129,9.16139092013254,93,325,256,"White fir - Intermediate,Cool,Ridge Top",-122.73037444,42.11824699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480003","A48","Ashland","AW30_008_01",8,1,0,NA,"Conifer","A","density",0.1,"A4803","YES","PSME",41.2,3,"LIVE",1,1919,2010,1912,1.4,95,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",99,2011,4,583,785,202,1515,16.2204724409449,2.16821127788809,1.43500821768304,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480006","A48","Ashland","AW30_031_01",31,1,0,NA,"Conifer","A","density",0.1,"A4806","YES","PSME",19.1,4,"LIVE",1,1930,1995,1922,1.6,66,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",89,2011,4,583,785,202,1515,7.51968503937008,0.633752143169747,0.308408749583462,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480001","A48","Ashland","AW30_001_01",1,1,0,NA,"Conifer","A","density",0.1,"A4801","YES","ABCO",32.7,3,"LIVE",1,1914,2012,1908,1.2,102,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",103,2011,5,583,785,202,1515,12.8740157480315,1.49810570427342,0.903973004693127,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480002","A48","Ashland","AW30_002_01",2,1,0,NA,"Conifer","A","density",0.1,"A4802","YES","PSME",14.7,4,"LIVE",1,1913,1966,1911,0.4,71,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",100,2011,4,583,785,202,1515,5.78740157480315,0.416844224892489,0.182681523800033,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480005","A48","Ashland","AW30_030_01",30,1,0,NA,"Conifer","A","density",0.1,"A4805","YES","ABCO",12.4,4,"LIVE",1,1948,2011,1947,0.2,63,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",64,2011,5,583,785,202,1515,4.88188976377953,0.317497821445598,0.129988019341446,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480008","A48","Ashland","AW30_053_01",53,1,0,NA,"Conifer","A","density",0.1,"A4808","YES","PSME",83.3,1,"LIVE",1,1884,2010,1882,0.5,126,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",129,2011,4,583,785,202,1515,32.7952755905512,6.68802758441118,5.86610670868996,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480007","A48","Ashland","AW30_033_01",33,1,0,NA,"Conifer","A","density",0.1,"A4807","YES","ABCO",45.3,2,"LIVE",1,1889,2010,1888,0.3,119,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",123,2011,5,583,785,202,1515,17.8346456692913,2.52361544455163,1.73482774850669,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"A480009","A48","Ashland","AW30_057_01",57,1,0,NA,"Conifer","A","density",0.1,"A4809","YES","PILA",135.8,1,"LIVE",1,1767,2008,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1161998.25,"Mid Slope",NA,2011,2,583,785,202,1515,53.4645669291339,14.6185967145821,15.5904803395421,121,322,255,"White fir - Intermediate,Warm,Mid Slope",-122.73217324,42.11588004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
