"rodne_uid","snag_spcd_group","snag_slope","snag_dbh","rodne_pid","site_name","uid","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","metlen_age","harvest_date","pvt","insol","tpi","year_sampled","true_age","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","rodne_age_low_pi","rodne_age_mode","rodne_age_stdev","rodne_age_upp_pi","model_pith","model_age","radius_cm"
"A210080","Grand/white fir","Other","Small","A21","Ashland","AW06_077_01","A","density","0.1",NA,"NO","ABCO",24.1,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",565,750,185,1456,9.48818897637795,0.919376336755512,0.491014187784245,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,32.0384528511569,16.0505722761106,36.5281484838615,93.9854804390287,1995,16,12.05
"A210082","Ponderosa pine (OR)","Other","Large","A21","Ashland","AW06_079_01","A","density","0.1",NA,"NO","PIPO",67,"0","CUT STUMP","2",NA,NA,NA,NA,1965,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"1",565,750,185,1456,26.3779527559055,4.72047538924612,3.79498061149683,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0330771475824497,0.0312222222222222,NA,NA,NA,NA,NA,NA,NA,NA,1965,1965,59.4276026260761,29.4208241082699,151.287485206745,172.72217588127,1936,29,33.5
"A210091","Grand/white fir","Other","Small","A21","Ashland","AW06_089_01","A","density","0.1",NA,"NO","ABCO",11,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",565,750,185,1456,4.33070866141732,0.262116493604645,0.102292861214328,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,23.0861982843127,11.5276842071595,51.778114952892,67.665785838336,1999,12,5.5
"A210101","Western redcedar","Other","Small","A21","Ashland","AW06_100_01","A","density","0.1",NA,"NO","CHCH",18.3,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"7",565,750,185,1456,7.20472440944882,0.591817491696152,0.283114514810464,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0363667850030306,0.0452777777777778,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,27.6283246488773,14.220968610998,31.1642835322705,82.7666784581038,1993,14,9.15
"A210102","Western redcedar","Other","Small","A21","Ashland","AW06_101_01","A","density","0.1",NA,"NO","CHCH",11.9,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"7",565,750,185,1456,4.68503937007874,0.297263229453207,0.119716463442652,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0363667850030306,0.0452777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,22.9842814451983,11.8818685402759,28.6551325826855,69.6930128602491,1999,12,5.95
"A210106","Ponderosa pine (OR)","Other","Large","A21","Ashland","AW06_105_01","A","density","0.1",NA,"NO","PIPO",128.4,"0","CUT STUMP","2",NA,NA,NA,NA,1965,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"1",565,750,185,1456,50.5511811023622,13.3650347220386,13.9376644130718,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0330771475824497,0.0312222222222222,NA,NA,NA,NA,NA,NA,NA,NA,1965,1965,76.9834492315802,39.1908507883335,188.534791720275,229.552150591518,1926,39,64.2
"A210113","Western redcedar","Other","Small","A21","Ashland","AW06_110_02","A","density","0.1",NA,"NO","CHCH",18,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"7",565,750,185,1456,7.08661417322835,0.576370920806797,0.273908157301175,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0363667850030306,0.0452777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,27.4843307201159,13.8898708462135,53.088487482545,81.6603679252618,1997,14,9
"A210114","Western redcedar","Other","Small","A21","Ashland","AW06_110_03","A","density","0.1",NA,"NO","CHCH",14,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"7",565,750,185,1456,5.51181102362205,0.385541302725637,0.165697527256266,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0363667850030306,0.0452777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,24.7395837208923,12.4586167375152,55.0296723198426,73.396652736218,1999,12,7
"A210115","Western redcedar","Other","Small","A21","Ashland","AW06_110_04","A","density","0.1",NA,"NO","CHCH",13,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"7",565,750,185,1456,5.11811023622047,0.342432847395884,0.142871847481168,352,428,263,"White fir - Intermediate,Warm,Mid Slope",0.0363667850030306,0.0452777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,24.0092116313049,12.2870628985321,52.2098073048454,71.6224658443154,1999,12,6.5
"A220012","Pacific madrone","Ridgetop","Medium","A22","Ashland","AW13_006_02","A","density","0.1",NA,"NO","ARME",20.1,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,7.91338582677165,0.687669472520084,0.341548255034715,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.140333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,44.7477290351023,22.7586456845381,60.5665549005195,132.315024247847,1988,23,10.05
"A220013","Pacific madrone","Ridgetop","Medium","A22","Ashland","AW13_006_03","A","density","0.1",NA,"NO","ARME",22.5,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,8.85826771653543,0.823679168340479,0.427981495783085,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.140333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,46.9608006233298,24.1045076503282,68.6512559747329,140.142849110972,1987,24,11.25
"A220025","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_020_01","A","density","0.1",NA,"NO","ARME",15.6,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,6.14173228346457,0.458421956946676,0.205735460372882,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,40.0164978146938,20.8728932903493,60.7579348253694,121.310199684973,1990,21,7.8
"A220027","Grand/white fir","Ridgetop","Small","A22","Ashland","AW13_022_01","A","density","0.1",NA,"NO","ABCO",18.5,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"5",590,834,243,1239,7.28346456692913,0.602200093840932,0.289336626038046,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0420079815164881,0.186944444444444,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,44.0966463954162,22.9116139273313,93.5780333849049,132.783144111425,1988,23,9.25
"A220036","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_030_01","A","density","0.1",NA,"NO","PIPO",90,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,35.4330708661417,7.56927124574428,6.84770393252937,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975,103.849671555604,53.6125802350728,132.067939870556,312.597502569419,1921,54,45
"A220039","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_033_01","A","density","0.1",NA,"NO","ARME",12.5,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,4.92125984251969,0.321604468383684,0.132093054254039,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,36.7733309710908,18.8011682193278,52.8697082790754,109.523077974406,1992,19,6.25
"A220041","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_035_01","A","density","0.1",NA,"NO","PIPO",74,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,29.1338582677165,5.53397005739311,4.62938601660874,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989,95.20780665233,48.7868079709741,163.976968160515,285.823325873217,1940,49,37
"A220048","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_042_01","A","density","0.1",NA,"NO","ARME",11,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,4.33070866141732,0.262116493604645,0.102292861214328,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,34.2446603792991,18.2367788791005,25.7275733153887,105.100900630712,1993,18,5.5
"A220053","Ponderosa pine (OR)","Ridgetop","Medium","A22","Ashland","AW13_046_01","A","density","0.1",NA,"NO","PIPO",40,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,15.748031496063,2.06805478514132,1.35263287556136,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.125277777777778,-145.32352174822,-72.66176087411,-30.157355526388,-52.758374831567,-26.3791874157835,-10.9483519780547,1938,1985,1938,1985,73.6989540427263,37.1355388233758,81.2903328419838,218.381838811827,1948,37,20
"A220060","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_055_01","A","density","0.1",NA,"NO","PIPO",57.9,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,22.7952755905512,3.73724659925222,2.8341124864754,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989,86.2972249075112,44.464661218206,148.016973585376,258.784499382691,1945,44,28.95
"A220062","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_057_01","A","density","0.1",NA,"NO","PIPO",72.5,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,28.5433070866142,5.35558435147773,4.44361034510586,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989,94.4902012951282,48.480424108867,194.597052244235,282.730118123066,1941,48,36.25
"A220067","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_063_01","A","density","0.1",NA,"NO","ARME",14.3,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,5.62992125984252,0.398844597139188,0.172874935452214,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,38.9202759476392,19.962257553127,82.8081332570811,117.0148002454,1991,20,7.15
"A220070","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_066_01","A","density","0.1",NA,"NO","ARME",17.3,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,6.81102362204724,0.540928443472128,0.253018433329224,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,41.9931887984741,21.9099949826578,80.5589422795931,127.337424155808,1989,22,8.65
"A220079","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_075_01","A","density","0.1",NA,"NO","PIPO",70,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,27.5590551181102,5.06317475677468,4.14243818140665,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962,92.6818764709288,47.8874034465788,144.144341617255,278.878850306481,1914,48,35
"A220081","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_077_01","A","density","0.1",NA,"NO","ARME",11,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,4.33070866141732,0.262116493604645,0.102292861214328,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,34.871735999058,17.8908683677757,64.2881186325109,104.135117543766,1993,18,5.5
"A220082","Ponderosa pine (OR)","Ridgetop","Large","A22","Ashland","AW13_078_01","A","density","0.1",NA,"NO","PIPO",140,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"1",590,834,243,1239,55.1181102362205,15.3486757159613,16.5697527256266,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962,125.766252249517,64.1471349802454,232.601309592656,376.254691639667,1898,64,70
"A220084","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_080_01","A","density","0.1",NA,"NO","ARME",14,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,5.51181102362205,0.385541302725637,0.165697527256266,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1974,1992,1974,1992,38.4915431649315,19.6463563966799,46.9281253188998,114.753272347801,1972,20,7
"A220085","Pacific madrone","Ridgetop","Medium","A22","Ashland","AW13_081_01","A","density","0.1",NA,"NO","ARME",28,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,11.0236220472441,1.1687426792305,0.662790109025065,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.140333333333333,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.6356628076548,-19.3178314038274,-8.01762443733484,1974,1992,1974,1992,51.096581632534,26.3081924181779,103.171926953333,154.108853035968,1966,26,14
"A220086","Douglas-fir (east OR)","Ridgetop","Small","A22","Ashland","AW13_082_01","A","density","0.1",NA,"NO","PSME",19,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"4",590,834,243,1239,7.48031496062992,0.628451569140058,0.305187792548531,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1958,1992,1958,1992,43.2778329395738,22.1877818434115,70.4077128425354,129.983711769248,1970,22,9.5
"A220087","Pacific madrone","Ridgetop","Small","A22","Ashland","AW13_083_01","A","density","0.1",NA,"NO","ARME",12,"0","CLEAN SNAG","5",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,4.7244094488189,0.301270110735157,0.121736958800522,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,35.6604221543323,18.736466247094,51.815259618167,109.154270707582,1983,19,6
"A220088","Pacific madrone","Ridgetop","Medium","A22","Ashland","AW13_084_01","A","density","0.1",NA,"NO","ARME",22.8,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",590,834,243,1239,8.97637795275591,0.841321153511681,0.439470421269885,275,313,196,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.140333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,47.5497729626863,24.4048140371275,35.9298052925485,141.565089759735,1987,24,11.4
"A230016","Ponderosa pine (OR)","Other","Small","A23","Ashland","AW01_004_01","A","density","0.1",NA,"NO","PIPO",12,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"1",522,655,133,1161,4.7244094488189,0.301270110735157,0.121736958800522,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.0330771475824497,0.155888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-36.6610434979131,-18.3305217489565,-7.60785390716338,1960,1993,1960,1993,41.452131395877,20.8092827086498,50.5342551334008,121.54205227386,1972,21,6
"A230018","Douglas-fir (east OR)","Other","Small","A23","Ashland","AW01_009_01","A","density","0.1",NA,"NO","PSME",16.5,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"4",522,655,133,1161,6.49606299212598,0.501464696942232,0.230158937732237,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.031562153163152,0.0841111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,37.7579629861853,19.1066266277772,31.9264458811006,112.014929434456,1992,19,8.25
"A230019","Douglas-fir (east OR)","Other","Small","A23","Ashland","AW01_010_01","A","density","0.1",NA,"NO","PSME",17,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"4",522,655,133,1161,6.69291338582677,0.525998284346066,0.24431931314827,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.031562153163152,0.0841111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,38.8845466276123,19.1911977828686,44.9996139323744,113.573593737771,1992,19,8.5
"A230027","Pacific madrone","Other","Medium","A23","Ashland","AW01_018_02","A","density","0.1",NA,"NO","ARME",30,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"6",522,655,133,1161,11.8110236220472,1.30514889783034,0.760855992503263,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1959,1976,1959,1976,48.6805899910956,24.8599682931734,96.0075986253832,144.401313805408,1951,25,15
"A230028","Pacific madrone","Other","Medium","A23","Ashland","AW01_018_03","A","density","0.1",NA,"NO","ARME",30,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"6",522,655,133,1161,11.8110236220472,1.30514889783034,0.760855992503263,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1959,1976,1959,1976,48.8299275350854,25.0276817652247,60.9987357082673,146.216655440297,1951,25,15
"A230038","Douglas-fir (east OR)","Other","Small","A23","Ashland","AW01_029_01","A","density","0.1",NA,"NO","PSME",14.8,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"4",522,655,133,1161,5.82677165354331,0.421390555859686,0.18517544066435,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.031562153163152,0.0841111111111111,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,36.2645757452903,18.1546323335455,41.9608001283396,106.012250399561,1993,18,7.4
"A230047","Western white pine","Other","Medium","A23","Ashland","AW01_039_01","A","density","0.1",NA,"NO","PILA",20,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"2",522,655,133,1161,7.8740157480315,0.682203662226427,0.338158218890339,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.032406982787612,0.0155555555555556,-147.923856335641,-73.9619281678203,-30.6969737086136,-286.95339850716,-143.47669925358,-59.5482104629886,1937,1868,1937,1868,41.8950820448395,21.3502526067474,71.3861021107812,124.258046901327,1847,21,10
"A230053","Western white pine","Other","Large","A23","Ashland","AW01_045_01","A","density","0.1",NA,"NO","PILA",93.5,"0","CLEAN SNAG","5",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"2",522,655,133,1161,36.8110236220472,8.04571474301473,7.39065922273517,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.032406982787612,0.0131111111111111,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,79.5242405136005,40.2037141308661,149.9831793065,234.978103061076,1962,40,46.75
"A230059","Douglas-fir (east OR)","Other","Small","A23","Ashland","AW01_051_01","A","density","0.1",NA,"NO","PSME",15.3,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"4",522,655,133,1161,6.02362204724409,0.444398252718137,0.197898643650099,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.031562153163152,0.0841111111111111,-62.1347745783129,-31.0673872891564,-12.8941307296188,-34.6880584350622,-17.3440292175311,-7.19842251386331,1980,1994,1980,1994,36.9798624219137,18.5244418521821,40.7496777733147,108.797089242874,1975,19,7.65
"A230070","Douglas-fir (east OR)","Other","Large","A23","Ashland","AW01_065_01","A","density","0.1",NA,"NO","PSME",80,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"4",522,655,133,1161,31.496062992126,6.2691697965796,5.41053150224543,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.031562153163152,0.0202222222222222,-151.359249848681,-75.6796249243407,-31.4098822749592,-225.254093538248,-112.627046769124,-46.7444478422186,1935,1898,1935,1898,73.2883700488312,36.7371741506382,117.675158083185,216.709754630252,1861,37,40
"A230074","Pacific madrone","Other","Small","A23","Ashland","AW01_069_03","A","density","0.1",NA,"NO","ARME",19.6,"0","CLEAN SNAG","5",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"6",522,655,133,1161,7.71653543307087,0.660504479895363,0.324767153422282,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,40.9070018863398,20.6996189344241,56.5247026389509,121.313031519952,1981,21,9.8
"A230088","Ponderosa pine (OR)","Other","Small","A23","Ashland","AW01_084_03","A","density","0.1",NA,"NO","PIPO",18.1,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"Douglas-fir - Dry","Warm","Mid Slope",2011,NA,"1",522,655,133,1161,7.1259842519685,0.5815027503963,0.27696003522666,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",0.0330771475824497,0.155888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-27.0917902205209,-13.5458951102604,-5.62205443205601,1981,1997,1981,1997,49.2561665256687,24.5574809503034,55.085673913515,144.503364659118,1972,25,9.05
"A240012","Pacific madrone","Ridgetop","Medium","A24","Ashland","AW09_002_03","A","density","0.1",NA,"NO","ARME",20,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"6",571,793,222,1107,7.8740157480315,0.682203662226427,0.338158218890339,202,246,156,"Douglas-fir - Moist,Warm,Ridge Top",0.0497322111706197,0.140333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,47.2121529827765,24.2486338565562,66.5566002448052,141.959851747731,1983,24,10
"A240015","Douglas-fir (east OR)","Ridgetop","Small","A24","Ashland","AW09_006_01","A","density","0.1",NA,"NO","PSME",19,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"4",571,793,222,1107,7.48031496062992,0.628451569140058,0.305187792548531,202,246,156,"Douglas-fir - Moist,Warm,Ridge Top",0.031562153163152,0.142111111111111,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,46.5466919612711,23.2995389271652,75.3638606357243,137.543298296569,1984,23,9.5
"A240017","Douglas-fir (east OR)","Ridgetop","Medium","A24","Ashland","AW09_008_01","A","density","0.1",NA,"NO","PSME",50,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"4",571,793,222,1107,19.6850393700787,2.95541219033627,2.11348886806462,202,246,156,"Douglas-fir - Moist,Warm,Ridge Top",0.031562153163152,0.0597777777777778,-151.359249848681,-75.6796249243407,-31.4098822749592,-89.1542514028512,-44.5771257014256,-18.5011787761584,1935,1966,1935,1966,69.2463166611537,35.1902758857106,130.853720534471,206.068333625582,1931,35,25
"A240024","Douglas-fir (east OR)","Ridgetop","Small","A24","Ashland","AW09_017_01","A","density","0.1",NA,"NO","PSME",18,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Douglas-fir - Moist","Warm","Ridge Top",2011,NA,"4",571,793,222,1107,7.08661417322835,0.576370920806797,0.273908157301175,202,246,156,"Douglas-fir - Moist,Warm,Ridge Top",0.031562153163152,0.142111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-38.3881455513121,-19.194072775656,-7.96625996578442,1958,1992,1958,1992,45.2327197560628,22.5597624534874,46.2252339008322,132.669025431656,1969,23,9
