"site_name","uid","rodne_site_ab","rodne_pid","plot_type","plot_size","rodne_sid","rodne_uid","trid","stid","multistem","rcdm","conifer","corvallis_core","spcd","spcd_mod","diam_cm","capo_num","cond","con_numeric","pith","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","sdi_acre","biostrat","x","y","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper","diam_in_1911","diam_in_2011","ba_1911_ft2","ba_2011_ft2","include_1911","include_2011","metlen_age"
"Ashland","MPR63796","A","AB","stem",3,NA,"A0B1291",637,"1",0,NA,"Conifer","NO","PIPO",1,88,0,"BROKEN TOPPED SNAG",6,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933754,42.14484698,1989,74,324,382,1665,90,91.348379906,100,35.9639290968504,34.6456692913386,7.05442555327804,6.54674311473743,"YES","NO",NA
"Ashland","MPR63859","A","AB","stem",3,NA,"A0B1292",638,"1",0,NA,"Conifer","NO","PIPO",1,10.5,4,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933866,42.14483236,2011,48,72,100,1939,0,0,0,0,4.13385826771654,0,0.0932048590392306,"NO","YES",NA
"Ashland","MPR63951","A","AB","stem",3,NA,"A0B1293",639,"1",0,NA,"Conifer","NO","PIPO",1,34,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934163,42.14481449,2011,86,93,103,1918,0,0,0,0,13.3858267716535,0,0.977277252148304,"NO","YES",NA
"Ashland","MPR64093","A","AB","stem",3,NA,"A0B1294",640,"1",0,NA,"Conifer","NO","PIPO",1,11.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933861,42.1447872,2011,48,72,100,1939,0,0,0,0,4.52755905511811,0,0.111803561069735,"NO","YES",NA
"Ashland","MPR64187","A","AB","stem",3,NA,"A0B1295",641,"1",0,NA,"Conifer","NO","PIPO",1,10.2,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693401,42.14475355,2011,48,72,100,1939,0,0,0,0,4.01574803149606,0,0.0879549526933474,"NO","YES",NA
"Ashland","MPR64280","A","AB","stem",3,NA,"A0B1296",642,"1",0,NA,"Conifer","NO","PIPO",1,10.1,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934251,42.14475467,2011,48,72,100,1939,0,0,0,0,3.97637795275591,0,0.0862387997332599,"NO","YES",NA
"Ashland","MPR64381","A","AB","stem",3,NA,"A0B1297",643,"1",0,NA,"Conifer","NO","PIPO",1,12.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934422,42.14475506,2011,48,72,100,1939,0,0,0,0,4.92125984251969,0,0.132093054193921,"NO","YES",NA
"Ashland","MPR64446","A","AB","stem",3,NA,"A0B1298",644,"1",0,NA,"Conifer","NO","PIPO",1,29,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934522,42.14479083,2011,64,93,103,1918,0,0,0,0,11.4173228346457,0,0.71097765489336,"NO","YES",NA
"Ashland","MPR64538","A","AB","stem",3,NA,"A0B1299",645,"1",0,NA,"Conifer","NO","PIPO",1,21.7,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934492,42.14479484,2011,64,90,100,1921,0,0,0,0,8.54330708661417,0,0.398088309052003,"NO","YES",NA
"Ashland","MPR6454","A","AB","stem",3,NA,"A0B1300",64,"1",0,NA,"Conifer","NO","PIPO",1,13.3,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6941809,42.14432765,2011,48,72,100,1939,0,0,0,0,5.23622047244095,0,0.149542018280721,"NO","YES",NA
"Ashland","MPR646","A","AB","stem",3,NA,"A0B1301",6,"1",0,NA,"Conifer","NO","PSME",4,23.4,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6939065,42.14455111,2011,64,93,100,1918,0,0,0,0,9.21259842519685,0,0.462904785628309,"NO","YES",NA
"Ashland","MPR64699","A","AB","stem",3,NA,"A0B1302",646,"1",0,NA,"Conifer","NO","PILA",2,28.2,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934692,42.14481129,2011,64,92,103,1919,0,0,0,0,11.1023622047244,0,0.672292354669911,"NO","YES",NA
"Ashland","MPR64731","A","AB","stem",3,NA,"A0B1303",647,"1",0,NA,"Conifer","NO","PIPO",1,34.5,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693495,42.14480767,2011,86,93,103,1918,0,0,0,0,13.5826771653543,0,1.00623204962761,"NO","YES",NA
"Ashland","MPR64854","A","AB","stem",3,NA,"A0B1304",648,"1",0,NA,"Conifer","NO","PIPO",1,28.2,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935002,42.1448212,2011,64,92,103,1919,0,0,0,0,11.1023622047244,0,0.672292354669911,"NO","YES",NA
"Ashland","MPR64941","A","AB","stem",3,NA,"A0B1305",649,"1",0,NA,"Conifer","NO","PIPO",1,13.8,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935233,42.14486723,2011,48,72,100,1939,0,0,0,0,5.43307086614173,0,0.160997127940418,"NO","YES",NA
"Ashland","MPR65086","A","AB","stem",3,NA,"A0B1306",650,"1",0,NA,"Conifer","NO","PIPO",1,13.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935322,42.14487558,2011,48,72,100,1939,0,0,0,0,5.31496062992126,0,0.154073338411789,"NO","YES",NA
"Ashland","MPR65188","A","AB","stem",3,NA,"A0B1307",651,"1",0,NA,"Conifer","NO","PIPO",1,12.2,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935534,42.14490465,2011,48,72,100,1939,0,0,0,0,4.80314960629921,0,0.125828673191828,"NO","YES",NA
"Ashland","MPR65260","A","AB","stem",3,NA,"A0B1308",652,"1",0,NA,"Conifer","NO","PIPO",1,12.4,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935988,42.14489868,2011,48,72,100,1939,0,0,0,0,4.88188976377953,0,0.129988019282287,"NO","YES",NA
"Ashland","MPR6531","A","AB","stem",3,NA,"A0B1309",65,"1",0,NA,"Conifer","NO","PSME",4,37.7,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6942042,42.14432431,2011,86,97,103,1914,0,0,0,0,14.8425196850394,0,1.20155223676978,"NO","YES",NA
"Ashland","MPR65310","A","AB","stem",3,NA,"A0B1310",653,"1",0,NA,"Conifer","NO","PIPO",1,12.3,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935567,42.14491186,2011,48,72,100,1939,0,0,0,0,4.84251968503937,0,0.127899892281589,"NO","YES",NA
"Ashland","MPR65439","A","AB","stem",3,NA,"A0B1311",654,"1",0,NA,"Conifer","NO","PIPO",1,17.3,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934995,42.14488066,2011,48,72,100,1939,0,0,0,0,6.81102362204724,0,0.253018433214071,"NO","YES",NA
"Ashland","MPR65583","A","AB","stem",3,NA,"A0B1312",655,"1",0,NA,"Conifer","NO","PIPO",1,19.2,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693475,42.14488141,2011,64,90,100,1921,0,0,0,0,7.55905511811024,0,0.311646614387501,"NO","YES",NA
"Ashland","MPR65640","A","AB","stem",3,NA,"A0B1313",656,"1",0,NA,"Conifer","NO","PIPO",1,17.7,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934463,42.14485327,2011,64,74,100,1937,0,0,0,0,6.96850393700787,0,0.264853970869846,"NO","YES",NA
"Ashland","MPR65788","A","AB","stem",3,NA,"A0B1314",657,"1",0,NA,"Conifer","NO","PIPO",1,10.3,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934066,42.14486872,2011,48,72,100,1939,0,0,0,0,4.05511811023622,0,0.0896880135643716,"NO","YES",NA
"Ashland","MPR65821","A","AB","stem",3,NA,"A0B1315",658,"1",0,NA,"Conifer","NO","PIPO",1,10.8,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933942,42.14487262,2011,48,72,100,1939,0,0,0,0,4.25196850393701,0,0.0986069365835452,"NO","YES",NA
"Ashland","MPR65940","A","AB","stem",3,NA,"A0B1316",659,"1",0,20,"Hardwood","NO","ARME",6,11.8,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933785,42.14487769,2011,48,72,100,1939,0,0,0,0,4.64566929133858,0,0.117712875942154,"NO","YES",NA
"Ashland","MPR66072","A","AB","stem",3,NA,"A0B1317",660,"1",0,NA,"Conifer","NO","PIPO",1,85,0,"BROKEN BUTT SNAG",7,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693364,42.14490149,1975,74,324,382,1651,79.442593,89.746292626,100,35.3331860732283,33.4645669291339,6.80915139020045,6.1079828259269,"YES","NO",NA
"Ashland","MPR66124","A","AB","stem",3,NA,"A0B1318",661,"1",0,NA,"Conifer","NO","PSME",4,25.5,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933085,42.14491437,2011,64,94,100,1917,0,0,0,0,10.0393700787402,0,0.549718454333421,"NO","YES",NA
"Ashland","MPR6617","A","AB","stem",3,NA,"A0B1319",66,"1",0,NA,"Conifer","NO","PIPO",1,35,0,"DOWN DEAD",8,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6942069,42.14433449,1985,86,98,103,1887,5.05507298129715,8.20496615358719,16.2713304750354,3.23030163527055,13.7795275590551,0.0569132705910079,1.03560954488034,"YES","NO",NA
"Ashland","MPR66294","A","AB","stem",3,NA,"A0B1320",662,"1",0,35,"Hardwood","NO","ARME",6,17.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933244,42.14491666,2011,48,72,100,1939,0,0,0,0,6.88976377952756,0,0.258902386220085,"NO","YES",NA
"Ashland","MPR66339","A","AB","stem",3,NA,"A0B1321",663,"1",1,35,"Hardwood","NO","ARME",6,12.8,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933277,42.14492155,2011,48,72,100,1939,0,0,0,0,5.03937007874016,0,0.138509606394445,"NO","YES",NA
"Ashland","MPR66392","A","AB","stem",3,NA,"A0B1322",663,"2",1,NA,"Hardwood","NO","ARME",6,7.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933297,42.14492087,2011,48,72,100,1939,0,0,0,0,2.95275590551181,0,0.0475534995098115,"NO","YES",NA
"Ashland","MPR66541","A","AB","stem",3,NA,"A0B1323",665,"1",0,NA,"Conifer","NO","PSME",4,29,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933157,42.14493742,2011,64,93,103,1918,0,0,0,0,11.4173228346457,0,0.71097765489336,"NO","YES",NA
"Ashland","MPR66616","A","AB","stem",3,NA,"A0B1324",666,"1",0,NA,"Conifer","NO","PSME",4,13.4,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6932937,42.14494033,2011,48,72,100,1939,0,0,0,0,5.2755905511811,0,0.151799224390787,"NO","YES",NA
"Ashland","MPR66794","A","AB","stem",3,NA,"A0B1325",667,"1",0,NA,"Conifer","NO","PSME",4,15.8,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933076,42.14497015,2011,48,72,100,1939,0,0,0,0,6.22047244094488,0,0.211044544313411,"NO","YES",NA
"Ashland","MPR66825","A","AB","stem",3,NA,"A0B1326",668,"1",0,NA,"Conifer","NO","PSME",4,23.2,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6933292,42.14496047,2011,64,93,100,1918,0,0,0,0,9.13385826771654,0,0.45502569913175,"NO","YES",NA
"Ashland","MPR66968","A","AB","stem",3,NA,"A0B1327",669,"1",0,NA,"Conifer","NO","PIPO",1,12.5,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934664,42.14492046,2011,48,72,100,1939,0,0,0,0,4.92125984251969,0,0.132093054193921,"NO","YES",NA
"Ashland","MPR67055","A","AB","stem",3,NA,"A0B1328",670,"1",0,NA,"Conifer","NO","PIPO",1,12,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934696,42.14492716,2011,48,72,100,1939,0,0,0,0,4.7244094488189,0,0.121736958745117,"NO","YES",NA
"Ashland","MPR67128","A","AB","stem",3,NA,"A0B1329",671,"1",0,NA,"Conifer","NO","PIPO",1,13.7,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6934858,42.14492768,2011,48,72,100,1939,0,0,0,0,5.39370078740157,0,0.158672290186605,"NO","YES",NA
"Ashland","MPR6717","A","AB","stem",3,NA,"A0B1330",67,"2",1,NA,"Hardwood","NO","ARME",6,20.7,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6942392,42.14432699,2011,64,90,100,1921,0,0,0,0,8.1496062992126,0,0.36224353786594,"NO","YES",NA
"Ashland","MPR67284","A","AB","stem",3,NA,"A0B1331",672,"1",0,NA,"Conifer","NO","PIPO",1,55.5,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6936251,42.14496209,2011,74,85,103,1926,0,0,0,0,21.8503937007874,0,2.60402963315728,"NO","YES",NA
"Ashland","MPR67373","A","AB","stem",3,NA,"A0B1332",673,"1",0,NA,"Conifer","NO","PIPO",1,86.3,0,"RECENT DEAD",3,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6936028,42.14498216,2011,74,324,382,1687,80,89.085,90,35.0728346456693,33.9763779527559,6.70917506913483,6.29624396025294,"YES","YES",NA
"Ashland","MPR6740","A","AB","stem",3,NA,"A0B1333",67,"1",1,90,"Hardwood","NO","ARME",6,31.7,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.694243,42.14431759,2011,86,93,103,1918,0,0,0,0,12.4803149606299,0,0.849529531065147,"NO","YES",NA
"Ashland","MPR67414","A","AB","stem",3,NA,"A0B1334",674,"1",0,NA,"Conifer","NO","PIPO",1,49,0,"RECENT DEAD",3,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693639,42.14499185,2011,74,89,103,1922,0,0,0,0,19.2913385826772,0,2.02979470796547,"NO","YES",NA
"Ashland","MPR67529","A","AB","stem",3,NA,"A0B1335",675,"1",0,NA,"Conifer","NO","PSME",4,42.2,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6936559,42.14501366,2011,74,97,103,1914,0,0,0,0,16.6141732283465,0,1.50551420563649,"NO","YES",NA
"Ashland","MPR6759","A","AB","stem",3,NA,"A0B1336",67,"3",1,NA,"Hardwood","NO","ARME",6,37.6,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6942284,42.14431947,2011,86,97,103,1914,0,0,0,0,14.8031496062992,0,1.19518640830206,"NO","YES",NA
"Ashland","MPR67644","A","AB","stem",3,NA,"A0B1337",676,"1",0,NA,"Conifer","NO","PSME",4,36.7,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935816,42.14501334,2011,86,98,103,1913,0,0,0,0,14.4488188976378,0,1.1386548080848,"NO","YES",NA
"Ashland","MPR67739","A","AB","stem",3,NA,"A0B1338",677,"1",0,NA,"Conifer","NO","PSME",4,41.4,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6936341,42.14509325,2011,74,97,103,1914,0,0,0,0,16.2992125984252,0,1.44897415146376,"NO","YES",NA
"Ashland","MPR67895","A","AB","stem",3,NA,"A0B1339",678,"1",0,NA,"Conifer","NO","PSME",4,31.5,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6936912,42.1450478,2011,86,93,103,1918,0,0,0,0,12.4015748031496,0,0.838843731353075,"NO","YES",NA
"Ashland","MPR67929","A","AB","stem",3,NA,"A0B1340",679,"1",0,40,"Hardwood","NO","ARME",6,18.4,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935802,42.14503576,2011,64,90,100,1921,0,0,0,0,7.24409448818898,0,0.286217116338521,"NO","YES",NA
"Ashland","MPR68039","A","AB","stem",3,NA,"A0B1341",680,"1",0,NA,"Conifer","NO","PSME",4,18,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693576,42.14501615,2011,64,74,100,1937,0,0,0,0,7.08661417322835,0,0.273908157176514,"NO","YES",NA
"Ashland","MPR68165","A","AB","stem",3,NA,"A0B1342",681,"1",0,NA,"Conifer","NO","PSME",4,37.1,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.693571,42.14496164,2011,86,98,103,1913,0,0,0,0,14.6062992125984,0,1.16361088462755,"NO","YES",NA
"Ashland","MPR68250","A","AB","stem",3,NA,"A0B1343",682,"1",0,NA,"Conifer","NO","PSME",4,19.1,4,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935476,42.14497259,2011,64,90,100,1921,0,0,0,0,7.51968503937008,0,0.308408749443099,"NO","YES",NA
"Ashland","MPR68339","A","AB","stem",3,NA,"A0B1344",683,"1",0,NA,"Conifer","NO","PSME",4,39.5,2,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935342,42.14498088,2011,74,97,103,1914,0,0,0,0,15.5511811023622,0,1.31902840195882,"NO","YES",NA
"Ashland","MPR68430","A","AB","stem",3,NA,"A0B1345",684,"1",0,NA,"Conifer","NO","PSME",4,10.7,4,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935383,42.14496845,2011,48,72,100,1939,0,0,0,0,4.21259842519685,0,0.0967893361578368,"NO","YES",NA
"Ashland","MPR68561","A","AB","stem",3,NA,"A0B1346",685,"1",0,NA,"Conifer","NO","PSME",4,26.9,3,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935212,42.14498917,2011,64,90,100,1921,0,0,0,0,10.5905511811024,0,0.611736671649684,"NO","YES",NA
"Ashland","MPR68679","A","AB","stem",3,NA,"A0B1347",686,"1",0,NA,"Conifer","NO","PSME",4,29.1,4,"LIVE",1,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",284,"White fir - Intermediate,Warm,Ridge Top",-122.6935145,42.14498233,2011,64,93,103,1918,0,0,0,0,11.4566929133858,0,0.715889403020507,"NO","YES",NA
