"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","multi_add","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","diam_cm_1850","live_in_1911","age_in_1911","live_in_1850","age_in_1850","ci_diam_lower","predicted_diam","ci_diam_upper"
193,"A38",45,"A380084_new","Ashland","AW48_045_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",21.3694472166404,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.95275590551181,0.14202476352394,0.0475534995314539,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1920,"No",50,88,98,1832,NA,NA,"Yes",79,"Yes",18,14.2192334541851,23.1849077443901,32
194,"A38",51,"A380096_new","Ashland","AW48_051_02_new","1_new",1,45,"Hardwood","A","density",0.1,NA,"NO","ARME",12.4224969504629,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,7.48031496062992,0.628451569140058,0.305187792548531,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,NA,50,60,98,1871,NA,NA,"Yes",40,"No",0,5.01878933728249,9.51844272380227,10.3102569415665
195,"A38",51,"A380097_new","Ashland","AW48_051_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",12.4224969504629,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.55905511811024,0.112960712761839,0.0357179618702921,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1931,NA,50,60,98,1871,NA,NA,"Yes",40,"No",0,5.01878933728249,9.51844272380227,10.3102569415665
196,"A38",51,"A380098_new","Ashland","AW48_051_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",12.4224969504629,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,3.1496062992126,0.15747442548858,0.0541053150224543,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1931,NA,50,60,98,1871,NA,NA,"Yes",40,"No",0,5.01878933728249,9.51844272380227,10.3102569415665
197,"A38",53,"A380100_new","Ashland","AW48_053_02_new","0_new",1,60,"Hardwood","A","density",0.1,NA,"NO","ARME",15.1343868893449,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,10.4330708661417,1.07018645933011,0.593679023039351,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,50,57,98,1863,NA,NA,"Yes",48,"No",0,9.91378163169715,10.6461478076316,12.3272667020148
198,"A38",53,"A380101_new","Ashland","AW48_053_03_new","1_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",15.1343868893449,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.16535433070866,0.0864661967138456,0.0255732153035819,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1920,NA,50,57,98,1863,NA,NA,"Yes",48,"No",0,9.91378163169715,10.6461478076316,12.3272667020148
199,"A38",53,"A380102_new","Ashland","AW48_053_04_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",15.1343868893449,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.16535433070866,0.0864661967138456,0.0255732153035819,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1920,NA,50,57,98,1863,NA,NA,"Yes",48,"No",0,9.91378163169715,10.6461478076316,12.3272667020148
200,"A38",54,"A380103_new","Ashland","AW48_054_02_new","1_new",1,35,"Hardwood","A","density",0.1,NA,"NO","ARME",11.0255547329642,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,5.31496062992126,0.363747555160172,0.154073338481911,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"No",50,60,98,1877,NA,NA,"Yes",34,"No",0,7.98392220421394,9.13870805448239,10.3102569415665
201,"A38",58,"A380110_new","Ashland","AW48_058_02_new","1_new",1,45,"Hardwood","A","density",0.1,NA,"NO","ARME",16.9738438711524,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,5.62992125984252,0.398844597139188,0.172874935452214,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,"No",50,64,98,1873,NA,NA,"Yes",38,"No",0,5.01878933728249,8.50050836042832,10.3102569415665
202,"A38",61,"A380118_new","Ashland","AW48_061_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",14.02083266354,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.95275590551181,0.14202476352394,0.0475534995314539,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1920,"No",50,60,98,1860,NA,NA,"Yes",51,"No",0,9.91378163169715,12.0398251055103,12.3272667020148
203,"A38",87,"A380157_new","Ashland","AW48_087_02_new","1_new",1,60,"Hardwood","A","density",0.1,NA,"NO","ARME",18.299603847441,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,6.49606299212598,0.501464696942232,0.230158937732237,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,"No",50,64,98,1885,NA,NA,"Yes",26,"No",0,7.37581164390767,7.9780432671777,12.5123341763166
204,"A38",94,"A380178_new","Ashland","AW48_094_02_new","1_new",1,50,"Hardwood","A","density",0.1,NA,"NO","ARME",14.3854505276236,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,8.66141732283465,0.794588623424356,0.40917144485731,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,50,60,98,1860,NA,NA,"Yes",51,"No",0,9.91378163169715,12.0329165199882,12.3272667020148
205,"A38",94,"A380179_new","Ashland","AW48_094_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",14.3854505276236,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.95275590551181,0.14202476352394,0.0475534995314539,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1974,1992,1974,1992,1920,NA,50,60,98,1860,NA,NA,"Yes",51,"No",0,9.91378163169715,12.0329165199882,12.3272667020148
206,"A38",97,"A380187_new","Ashland","AW48_097_02_new","1_new",1,80,"Hardwood","A","density",0.1,NA,"NO","ARME",23.3104434306083,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,10.4724409448819,1.0766552737144,0.598168073395121,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"No",50,91,98,1829,NA,NA,"Yes",82,"Yes",21,16.6726262515128,24.2723176074947,32
207,"A38",98,"A380191_new","Ashland","AW48_098_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",34.1638742456615,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,0.984251968503937,0.024488944517889,0.00528372217016155,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1923,"No",50,91,98,1832,NA,NA,"Yes",79,"Yes",18,21.4586833795809,29.7917425103264,33.0389726392328
208,"A38",99,"A380196_new","Ashland","AW48_099_05_new","4_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",30.1754962344118,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,0.984251968503937,0.024488944517889,0.00528372217016155,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1974,1992,1974,1992,1931,"No",50,91,98,1840,NA,NA,"Yes",71,"Yes",10,14.2192334541851,20.6843135812211,33.0389726392328
209,"A38",105,"A380206_new","Ashland","AW48_105_02_new","1_new",1,80,"Hardwood","A","density",0.1,NA,"NO","ARME",27.5763394458438,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,6.37795275590551,0.486956398427271,0.221865607413951,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",50,91,98,1837,NA,NA,"Yes",74,"Yes",13,16.6112914315796,23.2157449858003,32
210,"A38",107,"A380216_new","Ashland","AW48_107_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",24.6619875750752,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.95275590551181,0.14202476352394,0.0475534995314539,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1920,"No",50,91,98,1829,NA,NA,"Yes",82,"Yes",21,16.6726262515128,24.2723176074947,32
211,"A38",112,"A380223_new","Ashland","AW48_112_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",32.3629974861518,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,5.15748031496063,0.34665712147251,0.145078329859428,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1920,"No",50,91,98,1829,NA,NA,"Yes",82,"Yes",21,21.4586833795809,29.5696830076122,32.057784683191
212,"A38",117,"A380232_new","Ashland","AW48_117_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",36.418093551823,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,2.95275590551181,0.14202476352394,0.0475534995314539,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1920,"No",50,93,98,1827,NA,NA,"Yes",84,"Yes",23,21.4586833795809,29.6183779041922,32.057784683191
213,"A38",118,"A380234_new","Ashland","AW48_118_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",19.7704238548332,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,0.984251968503937,0.024488944517889,0.00528372217016155,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1974,1992,1974,1992,1920,"No",50,88,98,1832,NA,NA,"Yes",79,"Yes",18,14.2192334541851,23.1849077443901,32
214,"A38",119,"A380240_new","Ashland","AW48_119_07_new","6_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",48.230787157393,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,7.24409448818898,0.59700032866904,0.286217116468783,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"No",66,83,84,1837,NA,NA,"Yes",74,"Yes",13,29.2441402722808,36.1794043062529,49.7
215,"A42",7,"A420005_new","Ashland","AW44_007_02_new","1_new",1,85,"Hardwood","A","density",0.1,"A4205","YES","ARME",19.4418688405898,3,"LIVE",1,NA,NA,NA,NA,102,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,11.0236220472441,1.1687426792305,0.662790109025065,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,NA,58,75,96,1867,NA,NA,"Yes",44,"No",0,5.01878933728249,9.49459698078921,10.0547731729638
216,"A42",7,"A420013_new","Ashland","AW44_007_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",19.4418688405898,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,9.92125984251969,0.98743136619326,0.536859988310302,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,NA,58,75,96,1867,NA,NA,"Yes",44,"No",0,5.01878933728249,9.49459698078921,10.0547731729638
217,"A42",15,"A420024_new","Ashland","AW44_015_02_new","1_new",1,95,"Hardwood","A","density",0.1,NA,"NO","ARME",13.0090986295897,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,12.2047244094488,1.37544986030006,0.81242512088404,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,NA,65,76,96,1866,NA,NA,"Yes",45,"No",0,4.16469270973809,9.66826743167761,10.0547731729638
218,"A42",15,"A420025_new","Ashland","AW44_015_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",13.0090986295897,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,12.2047244094488,1.37544986030006,0.81242512088404,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,NA,65,76,96,1866,NA,NA,"Yes",45,"No",0,4.16469270973809,9.66826743167761,10.0547731729638
219,"A42",30,"A420040_new","Ashland","AW44_030_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",25.2031655256817,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,2.95275590551181,0.14202476352394,0.0475534995314539,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1988,1994,1988,1994,1922,"No",58,70,96,1852,NA,NA,"Yes",59,"No",0,12.6218392188629,15.2630627777578,16.6726262515128
220,"A42",97,"A420109_new","Ashland","AW44_097_02_new","1_new",1,60,"Hardwood","A","density",0.1,NA,"NO","ARME",15.242872991785,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,8.7007874015748,0.800375325225978,0.412899639220576,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,NA,65,86,96,1841,NA,NA,"Yes",70,"Yes",9,12.6218392188629,14.6490030173828,16.6726262515128
221,"A42",97,"A420110_new","Ashland","AW44_097_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",15.242872991785,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1107916.75,"Mid Slope",NA,2011,6,577,786,208,1252,6.49606299212598,0.501464696942232,0.230158937732237,348,306,174,"White fir - Intermediate,Cool,Mid Slope",-122.73211391,42.12217268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,NA,65,86,96,1841,NA,NA,"Yes",70,"Yes",9,12.6218392188629,14.6490030173828,16.6726262515128
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,9.91378163169715,14.1039788791055,14.9969784370279
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,9.91378163169715,14.1039788791055,14.9969784370279
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,8.729353,19.3575453768172,41.366233
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,8.729353,19.3575453768172,41.366233
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,9.91378163169715,14.1039788791055,14.9969784370279
222,"A44",4,"A440003_new","Ashland","AW24_004_02_new","1_new",1,110,"Hardwood","A","density",0.1,"A4403","YES","ARME",19.0463616290942,3,"LIVE",1,NA,NA,NA,NA,112,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,14.0944881889764,1.73172487784236,1.08349274914654,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"No",67,71,80,1857,NA,NA,"Yes",54,"No",0,9.91378163169715,14.1039788791055,14.9969784370279
