"rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year"
"AB","1622","A0B0729_new","Ashland","MPR162251_new","1_new",1,90,"Hardwood","A","stem",3,NA,"NO","ARME",26.4283548907039,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,8.62204724409449,0.788817682073436,0.405460158404989,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6933257,42.14523044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921
"AB","410","A0B1039_new","Ashland","MPR41030_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",19.2676593439956,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.11811023622047,0.342432847395884,0.142871847481168,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6942213,42.14501687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1925
"AB","436","A0B1068_new","Ashland","MPR43630_new","1_new",1,70,"Hardwood","A","stem",3,NA,"NO","ARME",13.8169944368989,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,9.13385826771654,0.865061191820305,0.45502569933884,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6941063,42.1449353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"AB","471","A0B1108_new","Ashland","MPR47161_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",26.5779053864556,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,7.04724409448819,0.571256168898805,0.270873187286634,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6939693,42.1449071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"AB","561","A0B1206_new","Ashland","MPR56120_new","1_new",1,40,"Hardwood","A","stem",3,NA,"NO","ARME",14.3359399309278,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.43307086614173,0.376766769703107,0.16099712801369,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6939124,42.14483465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939
"AB","663","A0B1321_new","Ashland","MPR66339_new","1_new",1,35,"Hardwood","A","stem",3,NA,"NO","ARME",11.8057326511014,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.03937007874016,0.334042715000915,0.138509606457483,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6933277,42.14492155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939
"AC","28","A0C0824_new","Ashland","AC02801_new","1_new",1,115,"Hardwood","A","stem",3,NA,"NO","ARME",13.2207702683844,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,10.9448818897638,1.15541426963668,0.653355494718024,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7098423,42.12247834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939
"AC","669","A0C0574_new","Ashland","AC066902_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",50.2083104644024,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.7716535433071,1.2981950676,0.75579207317538,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7096307,42.12326638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932
"AC","674","A0C0578_new","Ashland","AC067401_new","1_new",1,110,"Hardwood","A","stem",3,NA,"NO","ARME",23.2183767166634,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.3385826771654,1.22262714492546,0.701204882691007,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.709706,42.12338646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933
"AC","712","A0C0616_new","Ashland","AC071201_new","1_new",1,80,"Hardwood","A","stem",3,NA,"NO","ARME",15.8977098326901,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.7322834645669,1.29125517757073,0.750745061758442,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7095333,42.12340975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932
"AC","797","A0C0701_new","Ashland","AC079702_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",10.8157659280724,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,7.00787401574803,0.566158532771247,0.267855125183038,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7089231,42.12398264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950
"B01","3","B010010_new","Big Butte","BB01_003_02_new","2_new",1,NA,"Hardwood","B","density",0.1,NA,"NO","QUKE",26.6249449711734,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1170325.875,"Mid Slope",NA,2012,3,564,780,216,671,4.60629921259843,0.289309991277284,0.115726196459746,202,254,160,"Douglas-fir - Dry,Warm,Mid Slope",-122.68636196,42.5600495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"B01","55","B010068_new","Big Butte","BB01_055_01_new","1_new",1,55,"Hardwood","B","density",0.1,NA,"NO","QUKE",21.6934008750424,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1170325.875,"Mid Slope",NA,2012,3,564,780,216,671,5.31496062992126,0.363747555160172,0.154073338481911,202,254,160,"Douglas-fir - Dry,Warm,Mid Slope",-122.68636196,42.5600495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922
"B03","36","B030044_new","Big Butte","BB03_036_02_new","2_new",1,NA,"Hardwood","B","density",0.1,NA,"NO","ARME",26.9222027586248,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1187062.75,"Mid Slope",NA,2012,6,566,781,214,693,7.16535433070866,0.586651619863571,0.28002882106309,328,336,207,"Douglas-fir - Dry,Warm,Mid Slope",-122.68467677,42.55834966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926
"B03","49","B030059_new","Big Butte","BB03_049_03_new","3_new",1,NA,"Hardwood","B","density",0.1,NA,"NO","QUKE",40.5877152281199,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1187062.75,"Mid Slope",NA,2012,3,566,781,214,693,5.90551181102362,0.430538573855914,0.190213998125816,328,336,207,"Douglas-fir - Dry,Warm,Mid Slope",-122.68467677,42.55834966,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-37.5594948281219,-18.779747414061,-7.7942994038202,-28.5595414128617,-14.2797707064309,-5.92664032427235,1993,1998,1993,1998,1915
"B03","55","B030069_new","Big Butte","BB03_055_02_new","2_new",1,NA,"Hardwood","B","density",0.1,NA,"NO","ARME",25.4293375543141,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1187062.75,"Mid Slope",NA,2012,6,566,781,214,693,2.75590551181102,0.127181199719041,0.0414243818140665,328,336,207,"Douglas-fir - Dry,Warm,Mid Slope",-122.68467677,42.55834966,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1918
"B03","83","B030097_new","Big Butte","BB03_083_02_new","2_new",1,NA,"Hardwood","B","density",0.1,NA,"NO","QUKE",18.101338880943,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1187062.75,"Mid Slope",NA,2012,3,566,781,214,693,3.1496062992126,0.15747442548858,0.0541053150224543,328,336,207,"Douglas-fir - Dry,Warm,Mid Slope",-122.68467677,42.55834966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928
"B08","10","B080006_new","Big Butte","BB08_010_01_new","1_new",1,35,"Hardwood","B","density",0.1,"B0806","YES","QUKE",10.5045398522877,3,"LIVE",1,1907,2012,1906,0.2,102,NA,"PSME/DRY SHRUB","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1154701.75,"Mid Slope",106,2012,3,573,782,209,747,5.11811023622047,0.342432847395884,0.142871847481168,146,272,216,"Douglas-fir - Dry,Warm,Mid Slope",-122.68342427,42.55516765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912
"C10","48","C100053_new","Trail Creek","TL11_048_02_new","2_new",1,NA,"Hardwood","C","density",0.1,NA,"NO","ARME",34.9257324450416,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME/DRY SHRUB","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1086468.625,"Bottom Slope",NA,2012,6,536,731,194,649,2.95275590551181,0.14202476352394,0.0475534995314539,202,268,174,"Douglas-fir - Dry,Cool,Bottom Slope",-122.85432378,42.69575777,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1915
"C11","34","C110042_new","Trail Creek","TL10_034_01_new","1_new",1,38,"Hardwood","C","density",0.1,NA,"NO","QUKE",12.2470125815685,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2004,"PSME/DRY SHRUB","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1163660.25,"Mid Slope",NA,2012,3,555,765,210,624,6.29212322834646,0.476513875397793,0.215934397007251,219,296,191,"Douglas-fir - Dry,Warm,Mid Slope",-122.84961148,42.69487001,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2004,2004,1923
"C11","35","C110044_new","Trail Creek","TL10_035_01_new","1_new",1,45,"Hardwood","C","density",0.1,NA,"NO","QUKE",17.323281812747,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2004,"PSME/DRY SHRUB","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1163660.25,"Mid Slope",NA,2012,3,555,765,210,624,6.29212322834646,0.476513875397793,0.215934397007251,219,296,191,"Douglas-fir - Dry,Warm,Mid Slope",-122.84961148,42.69487001,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2004,2004,1923
"E03","34","E030046_new","Elder Creek","ED03_034_01_new","1_new",1,51,"Hardwood","E","density",0.1,NA,"NO","QUCH",22.6925394618648,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1382142.5,"Mid Slope",NA,2014,3,607,823,216,895,5.31496062992126,0.363747555160172,0.154073338481911,129,484,404,"Jeffrey pine,Warm,Mid Slope",-123.56438933,42.0536577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926
"E03","56","E030013_new","Elder Creek","ED03_056_01_new","1_new",1,45,"Hardwood","E","density",0.1,"E0313","YES","QUCH",19.6870618777063,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1382142.5,"Mid Slope",NA,2014,3,607,823,216,895,5.31496062992126,0.363747555160172,0.154073338481911,129,484,404,"Jeffrey pine,Warm,Mid Slope",-123.56438933,42.0536577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926
"E03","9","E030021_new","Elder Creek","ED03_009_01_new","1_new",1,50,"Hardwood","E","density",0.1,NA,"NO","QUCH",22.6532608685757,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1382142.5,"Mid Slope",NA,2014,3,607,823,216,895,5.03937007874016,0.334042715000915,0.138509606457483,129,484,404,"Jeffrey pine,Warm,Mid Slope",-123.56438933,42.0536577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927
"E04","12","E040015_new","Elder Creek","ED04_012_02_new","2_new",1,NA,"Hardwood","E","density",0.1,NA,"NO","QUKE",19.0269064008457,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1352875,"Ridge Top",NA,2014,3,629,859,231,995,4.96062992125984,0.325730874759323,0.134214997077576,158,508,449,"Jeffrey pine,Warm,Ridge Top",-123.56500208,42.05665793,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-77.6334105981085,-38.8167052990543,-16.1103882975633,-37.9063522548189,-18.9531761274095,-7.86627882331151,1975,1995,1975,1995,1926
"E06","33","E060048_new","Elder Creek","ED06_033_02_new","2_new",1,NA,"Hardwood","E","density",0.1,NA,"NO","QUGA",14.5970297581333,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-CADE27-PIJE","Jeffrey pine","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1394763.125,"Mid Slope",NA,2014,3,624,851,227,996,5.31496062992126,0.363747555160172,0.154073338481911,271,360,237,"Jeffrey pine,Warm,Mid Slope",-123.56601234,42.05887349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957
"G01","50","G010080_new","Grayback Creek","GB01_050_01_new","1_new",1,72,"Hardwood","G","density",0.1,NA,"NO","LIDE",22.1716450346903,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,3,568,776,208,784,8.50393700787402,0.771599709118868,0.394427746513692,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922
"G01","52","G010087_new","Grayback Creek","GB01_052_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",19.8369425085818,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,2.95275590551181,0.14202476352394,0.0475534995314539,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1935
"G01","53","G010088_002_new","Grayback Creek","GB01_053_01_002_new","1_new",1,61,"Hardwood","G","density",0.1,NA,"NO","CHCH",21.7891750062141,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,7,568,776,208,784,5.77206988188976,0.415078777207308,0.18171490446458,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Western redcedar","Other","Small",0.0363667850030306,0.0452777777777778,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1940
"G01","57","G010097_new","Grayback Creek","GB01_057_06_new","6_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",33.0397247500615,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,3,568,776,208,784,2.95275590551181,0.14202476352394,0.0475534995314539,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1922
"G01","6","G010011_new","Grayback Creek","GB01_006_01_new","1_new",1,93,"Hardwood","G","density",0.1,NA,"NO","ARME",31.2425696548816,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,9.17322834645669,0.871034841223869,0.458956788633441,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927
"G01","67","G010108_new","Grayback Creek","GB01_067_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",41.1016088700338,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,4.68503937007874,0.297263229453207,0.119716463442652,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-74.647978679063,-37.3239893395315,-15.4908551985894,-51.4873579583693,-25.7436789791847,-10.6845921457581,1977,1988,1977,1988,1918
"G01","70","G010112_new","Grayback Creek","GB01_070_01_new","1_new",1,104,"Hardwood","G","density",0.1,NA,"NO","ARME",39.7936278957018,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,9.64566929133858,0.94391261086494,0.507448677222315,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"G01","71","G010114_new","Grayback Creek","GB01_071_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","ARME",21.2045516315819,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,7.32283464566929,0.607416750550542,0.292473043518254,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944
"G01","72","G010116_new","Grayback Creek","GB01_072_01_new","1_new",1,67,"Hardwood","G","density",0.1,NA,"NO","ARME",26.2780905259581,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,7.71653543307087,0.660504479895363,0.324767153422282,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944
"G01","74","G010120_new","Grayback Creek","GB01_074_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",42.6267099835551,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,5.5511811023622,0.389956921900511,0.168073088743971,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1927
"G01","77","G010123_new","Grayback Creek","GB01_077_01_new","1_new",1,116,"Hardwood","G","density",0.1,NA,"NO","ARME",38.8807496093701,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,12.7952755905512,1.48347226437119,0.892949046757302,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917
"G01","81","G010134_new","Grayback Creek","GB01_081_01_new","1_new",1,174,"Hardwood","G","density",0.1,NA,"NO","ARME",73.1974590154567,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,6.2992125984252,0.477373191029495,0.216421260089817,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1927
"G01","9","G010017_new","Grayback Creek","GB01_009_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",51.9777185927814,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,3,568,776,208,784,4.80314960629921,0.309344060954229,0.125828673249095,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928
"G01","92","G010158_new","Grayback Creek","GB01_092_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",18.9565957768512,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,3,568,776,208,784,0.984251968503937,0.024488944517889,0.00528372217016155,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1929
"G02","2","G020010_new","Grayback Creek","GB02_002_01_new","1_new",1,32,"Hardwood","G","density",0.1,NA,"NO","LIDE",12.5206412852484,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,5.11811023622047,0.342432847395884,0.142871847481168,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917
