"rodne_nid","rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith"
1543,"A0A0689","AA","Ashland","MPM16202",1619,2,1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",20.8,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,8.18897637795276,0.726385873101093,0.365751929551791,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7243495,42.14234354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,68,122,189,1889
1544,"A0A0690","AA","Ashland","MPM16210",1621,1,0,55,"Hardwood","A","stem",3,NA,"NO","ARME",25,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,9.84251968503937,0.974922441185839,0.528372217016155,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.724388,42.14234712,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1974,1985,1974,1985,1985,109,166,189,1819
1545,"A0A0691","AA","Ashland","MPM16220",1622,1,0,65,"Hardwood","A","stem",3,NA,"NO","ARME",33,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,12.992125984252,1.52015669735092,0.920635750928948,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244459,42.14241244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1546,"A0A0692","AA","Ashland","MPM16230",1623,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",41.5,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,16.3385826771654,2.19352711953852,1.45598248120972,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244702,42.14244646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,187,201,1824
1547,"A0A0693","AA","Ashland","MPM16240",1624,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",33.3,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,13.1102362204724,1.54232829836708,0.93745066836327,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.724486,42.14244549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1548,"A0A0694","AA","Ashland","MPM16250",1625,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",34.9,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,13.740157480315,1.66259602003859,1.02970023047655,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245791,42.14242131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1549,"A0A0695","AA","Ashland","MPM16260",1626,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",30,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.8110236220472,1.30514889783034,0.760855992503263,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245621,42.14237796,"Douglas-fir (east OR)","Other","Medium",0.031562153163152,0.0351666666666667,-106.747012213497,-53.3735061067486,-22.152006502289,-97.7422313094824,-48.8711156547412,-20.2833456283109,1958,1962,1958,1962,1962,109,166,189,1796
1550,"A0A0696","AA","Ashland","MPM16270",1627,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",28.5,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.2204724409449,1.20231379310693,0.686672533234195,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246324,42.14242614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1551,"A0A0697","AA","Ashland","MPM16281",1628,1,1,70,"Hardwood","A","stem",3,NA,"NO","ARME",23.8,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,9.37007874015748,0.901133602993216,0.478865853770609,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246601,42.1424186,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994,1994,109,124,189,1870
1552,"A0A0698","AA","Ashland","MPM16292",1628,2,1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",19,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,7.48031496062992,0.628451569140058,0.305187792548531,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246746,42.14241313,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1988,1994,1988,1994,1994,78,117,189,1877
1553,"A0A0699","AA","Ashland","MPM1630",163,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",13,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,5.11811023622047,0.342432847395884,0.142871847481168,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7254336,42.14305065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,102.05,118,189,1893
1554,"A0A0700","AA","Ashland","MPM16300",1630,1,0,60,"Hardwood","A","stem",3,NA,"NO","ARME",25.2,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,9.92125984251969,0.98743136619326,0.536859988310302,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246338,42.1424533,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,2007,109,166,189,1841
1555,"A0A0701","AA","Ashland","MPM16310",1631,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",27.2,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,10.7086614173228,1.11577416106545,0.625457441659571,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246307,42.14248595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1556,"A0A0702","AA","Ashland","MPM16320",1632,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",26.3,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,10.3543307086614,1.05729274218739,0.584751646060647,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7246053,42.14247358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1557,"A0A0703","AA","Ashland","MPM16330",1633,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",25.2,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,9.92125984251969,0.98743136619326,0.536859988310302,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245968,42.14247968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1558,"A0A0704","AA","Ashland","MPM16340",1634,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",30.2,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.8897637795276,1.31909830455842,0.771034554891862,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245157,42.1424854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1559,"A0A0705","AA","Ashland","MPM16350",1635,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",26,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,10.2362204724409,1.03806227943054,0.571487389924673,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245086,42.14247663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1560,"A0A0706","AA","Ashland","MPM16360",1636,1,0,60,"Hardwood","A","stem",3,NA,"NO","ARME",28.3,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,11.1417322834646,1.18884257646721,0.677068839817709,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245813,42.14245422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1561,"A0A0707","AA","Ashland","MPM16370",1637,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",26.4,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,10.3937007874016,1.06373227477399,0.589206880594527,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7245719,42.1424444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1562,"A0A0708","AA","Ashland","MPM16380",1638,1,0,65,"Hardwood","A","stem",3,NA,"NO","ARME",27.7,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,10.9055118110236,1.14877158289744,0.648663549430921,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244494,42.1424794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1563,"A0A0709","AA","Ashland","MPM16390",1639,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",29,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.4173228346457,1.23624016639281,0.710977655216938,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244196,42.14248403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1564,"A0A0710","AA","Ashland","MPM1640",164,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",10.6,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,4.17322834645669,0.247033264668595,0.0949886436862962,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7253439,42.14310659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,102.05,118,189,1893
1565,"A0A0711","AA","Ashland","MPM16400",1640,1,0,75,"Hardwood","A","stem",3,NA,"NO","ARME",25.7,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,10.1181102362205,1.01896449291362,0.5583753049872,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244484,42.14251473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1566,"A0A0712","AA","Ashland","MPM16410",1641,1,0,55,"Hardwood","A","stem",3,NA,"NO","ARME",20.2,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,7.95275590551181,0.693151623088886,0.344955199090035,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7244571,42.14253522,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,2002,78,117,189,1885
1567,"A0A0713","AA","Ashland","MPM16420",1642,1,0,NA,"Conifer","A","stem",3,NA,"NO","ABCO",31,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,5,524,660,136,1139,12.2047244094488,1.37544986030006,0.81242512088404,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7243778,42.14250185,"Grand/white fir","Other","Medium",0.0420079815164881,0.0398333333333333,-84.9007985283488,-42.4503992641744,-17.6185075539914,-88.5045444516914,-44.2522722258457,-18.3663524020216,1969,1967,1969,1967,1967,109,166,189,1801
1568,"A0A0714","AA","Ashland","MPM16430",1643,1,0,NA,"Hardwood","A","stem",3,NA,"NO","QUKE",27.3,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,3,524,660,136,1139,10.748031496063,1.12234477395871,0.630064847391952,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7241642,42.14239798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1569,"A0A0715","AA","Ashland","MPM16440",1644,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",30,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.8110236220472,1.30514889783034,0.760855992503263,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7241273,42.14240059,"Douglas-fir (east OR)","Other","Medium",0.031562153163152,0.0351666666666667,-106.747012213497,-53.3735061067486,-22.152006502289,-97.7422313094824,-48.8711156547412,-20.2833456283109,1958,1962,1958,1962,1962,109,166,189,1796
1570,"A0A0716","AA","Ashland","MPM16450",1645,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",30,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,11.8110236220472,1.30514889783034,0.760855992503263,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240607,42.14238879,"Douglas-fir (east OR)","Other","Medium",0.031562153163152,0.0351666666666667,-106.747012213497,-53.3735061067486,-22.152006502289,-97.7422313094824,-48.8711156547412,-20.2833456283109,1958,1962,1958,1962,1962,109,166,189,1796
1571,"A0A0717","AA","Ashland","MPM16460",1646,1,0,NA,"Conifer","A","stem",3,NA,"NO","PIPO",30,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,1,524,660,136,1139,11.8110236220472,1.30514889783034,0.760855992503263,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240189,42.14241605,"Ponderosa pine (OR)","Other","Medium",0.0330771475824497,0.074,-145.32352174822,-72.66176087411,-30.157355526388,-75.7783614470334,-37.8891807235167,-15.7254308172125,1938,1973,1938,1973,1973,109,166,189,1807
1572,"A0A0718","AA","Ashland","MPM16470",1647,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",60,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,23.6220472440945,3.95647161240847,3.04342397001305,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240107,42.14239849,"Douglas-fir (east OR)","Other","Medium",0.031562153163152,0.0351666666666667,-106.747012213497,-53.3735061067486,-22.152006502289,-97.7422313094824,-48.8711156547412,-20.2833456283109,1958,1962,1958,1962,1962,95,167,201,1795
1573,"A0A0719","AA","Ashland","MPM16480",1648,1,0,70,"Hardwood","A","stem",3,NA,"NO","ARME",32,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,12.5984251968504,1.44712490810268,0.865685040359268,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240182,42.14242745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1574,"A0A0720","AA","Ashland","MPM16490",1649,1,0,50,"Hardwood","A","stem",3,NA,"NO","ARME",34,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,13.3858267716535,1.59452862707876,0.97727725259308,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7239993,42.1424177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1575,"A0A0721","AA","Ashland","MPM1650",165,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",14.5,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,5.70866141732283,0.407807169792628,0.177744413804234,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7252877,42.14309203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,102.05,118,189,1893
1576,"A0A0722","AA","Ashland","MPM16500",1650,1,0,60,"Hardwood","A","stem",3,NA,"NO","ARME",31.4,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,12.3622047244094,1.40395597773655,0.833526193742797,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7239737,42.14243819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1577,"A0A0723","AA","Ashland","MPM16510",1651,1,0,NA,"Conifer","A","stem",3,NA,"NO","PIPO",26.3,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,1,524,660,136,1139,10.3543307086614,1.05729274218739,0.584751646060647,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7241962,42.14231466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1578,"A0A0724","AA","Ashland","MPM16520",1652,1,0,80,"Hardwood","A","stem",3,NA,"NO","ARME",36.1,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,14.2125984251969,1.75500184132085,1.1017279311002,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7241464,42.1422888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,182,201,1829
1579,"A0A0725","AA","Ashland","MPM16530",1653,1,0,NA,"Conifer","A","stem",3,NA,"NO","PIPO",40,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,1,524,660,136,1139,15.748031496063,2.06805478514132,1.35263287556136,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7241221,42.14233641,"Ponderosa pine (OR)","Other","Medium",0.0330771475824497,0.074,-145.32352174822,-72.66176087411,-30.157355526388,-75.7783614470334,-37.8891807235167,-15.7254308172125,1938,1973,1938,1973,1973,109,187,201,1786
1580,"A0A0726","AA","Ashland","MPM16540",1654,1,0,NA,"Conifer","A","stem",3,NA,"NO","PIPO",30.8,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,1,524,660,136,1139,12.1259842519685,1.36127917225813,0.801976031920328,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240009,42.14232631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,166,189,1845
1581,"A0A0727","AA","Ashland","MPM16550",1655,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",51.5,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,20.2755905511811,3.09854365945008,2.24220034012975,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.724005,42.1422952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,95,185,201,1826
1582,"A0A0728","AA","Ashland","MPM16560",1656,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",41,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,16.1417322834646,2.15139534280909,1.42110991488665,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7240915,42.14228528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,109,187,201,1824
1583,"A0A0729","AA","Ashland","MPM16570",1657,1,0,NA,"Conifer","A","stem",3,NA,"NO","PSME",49,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,4,524,660,136,1139,19.2913385826772,2.86140796325214,2.02979470888926,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7239831,42.14233361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,95,186,201,1825
